id	logFC	AveExpr	t	P.Value	adj.P.Val	B
SLPI	0.862751534920642	8.46538340601504	5.44391687358265	2.40403083316277e-07	1.79665151247924e-06	6.44596928616546
TTC33	0.69422320793651	4.91062669924812	5.43542162439597	2.49975534923643e-07	1.86264430654505e-06	6.40830161861698
PRKAR1A	-0.607882747619044	9.86542847368421	-5.4331290138483	2.52622005441571e-07	1.87790339116163e-06	6.39814264910822
ATP5O	0.578398788888896	8.33766881203008	5.42551417558792	2.61610060635032e-07	1.93668615979255e-06	6.36441946343645
BNIP3L	0.616158363492062	11.6184065263158	5.42525812276047	2.61917653411713e-07	1.93781999705789e-06	6.36328602627293
SNRPG	0.912814633333333	7.40893056390977	5.42329684154789	2.64285456680072e-07	1.95188576246118e-06	6.35460539465905
PPIG	0.518112726984127	6.84019363909774	5.37225939523041	3.33804100257014e-07	2.41694971149741e-06	6.12941803977325
HBQ1	0.672292782539683	10.5957913383459	5.37157663311613	3.34845604355753e-07	2.42169604810143e-06	6.12641479318747
COPS4	0.736145312698414	7.99163820300752	5.36507799409858	3.44918907604737e-07	2.49167671423387e-06	6.09784167421406
IRS2	-0.534339420634922	9.73939321804511	-5.34665174894023	3.75115995855093e-07	2.68968886627983e-06	6.01694635457434
FCRL2	-0.507604277777778	6.1547074887218	-5.31208012759117	4.38885587177374e-07	3.09563594598184e-06	5.86565391391099
RPL26L1	0.621249338095236	6.7277292406015	5.31113402828664	4.40771633236413e-07	3.10719238980365e-06	5.86152251802802
S100A8	0.589838046031749	9.89732547368421	5.30636323701475	4.50403284548689e-07	3.1667928340978e-06	5.84069684933323
CYP4F3	-0.64624634126984	9.58882461654135	-5.30050112655106	4.62519555324763e-07	3.24524571259365e-06	5.81512393226264
PPA1	0.519903636507935	9.26342027067669	5.29610569878136	4.71812325210472e-07	3.30373942898493e-06	5.79596132395048
UCHL3	0.62488243015873	6.97814061654135	5.28626894357389	4.93273669500079e-07	3.43866555827055e-06	5.75311377777383
EIF3E	0.888913061904764	10.3148286466165	5.24938690795196	5.82546991884216e-07	3.99442604052631e-06	5.5929234576994
YPEL5	0.616548455555561	10.4698060601504	5.24874180018916	5.84240808230706e-07	4.0038523548219e-06	5.5901280764031
RPS27A	0.623749198412691	11.2701660676692	5.24525078057076	5.93490553496472e-07	4.0523401451187e-06	5.57500469274252
RPA3	0.674614541269844	7.22775358646617	5.24521849469232	5.93576760179166e-07	4.0523401451187e-06	5.57486485843462
TAX1BP1	0.610485171428574	7.84201527067669	5.23773437157177	6.13892982218413e-07	4.1683599247168e-06	5.54246538382146
TMEM106B	0.688665425396829	7.26895609022556	5.23293418026672	6.27278508689385e-07	4.24886361916206e-06	5.52170088175526
ABCG2	0.691870534920632	6.0257587518797	5.22181471063408	6.59387425137805e-07	4.42549835137339e-06	5.47364871796998
CCT2	0.722178571428573	7.85305555639098	5.2131561476872	6.85493872921863e-07	4.58750779595922e-06	5.43627780115957
SLC14A1	0.713178022222222	6.66761491729323	5.15505962993747	8.88612469632011e-07	5.78635665227944e-06	5.18659063411845
MRPL40	0.572063074603176	7.19886979699248	5.15392094925753	8.93128285433904e-07	5.81274570831153e-06	5.18171536493439
MGAM	-0.690665207936499	9.6096515037594	-5.12327409383845	1.02341848964928e-06	6.57881926645451e-06	5.05077041055715
EIF1AX	0.57578058730159	7.46676554135338	5.11366295097894	1.06796185703914e-06	6.82668638926495e-06	5.00981232763151
SSB	0.529769301587305	7.07080921804511	5.11014354144485	1.08474008289878e-06	6.91983658373866e-06	4.99482717194034
RECQL	0.590676346031749	6.63677754135338	5.10429188131825	1.11320632936049e-06	7.07983427309451e-06	4.96992692419968
OSBPL8	0.723694368253971	10.6973522330827	5.09884486526035	1.14035648586593e-06	7.23051702104381e-06	4.94676573381547
DYNLT3	0.799112525396827	6.93067757142857	5.09430472709603	1.16347772206913e-06	7.34741744163233e-06	4.92747335348221
NME1	0.560549330158729	7.65992194736842	5.09335593697142	1.16836685175157e-06	7.37087343176403e-06	4.92344312381662
EML4	-0.566461626984128	7.87691257142857	-5.08200086085213	1.22845323083676e-06	7.73861709956619e-06	4.87524869129353
PIGK	0.769801444444448	5.82359335338346	5.08199065808211	1.22850854816193e-06	7.73861709956619e-06	4.87520542014151
SNCA	0.679271923809534	11.3189060150376	5.07237452128456	1.28173707286527e-06	8.04966806321994e-06	4.8344482657847
ZNF292	0.765384112698413	7.15919090225564	5.07082538335377	1.29051925889873e-06	8.09671783033065e-06	4.82788724560306
RNF11	0.892660822222222	8.74826983458647	5.04997317583161	1.41458206652562e-06	8.82654190490475e-06	4.73970419074455
NXT2	0.521530165079366	6.03328605263158	5.04534559701009	1.44364733371559e-06	8.98555890052737e-06	4.72016768020513
ZNF654	0.78466938730159	7.17040444360902	5.03534918803311	1.50842911642253e-06	9.35628697620857e-06	4.67800668904873
SNAP23	-0.656159533333334	8.18888506766917	-5.02495072165373	1.57881311971921e-06	9.74948180425033e-06	4.63421016445708
PADI2	-0.512418687301585	10.3186928270677	-5.00462487458402	1.72572696121116e-06	1.05837839243781e-05	4.54877902146372
RPL37	0.619359395238098	12.502599962406	4.97267440847187	1.98388642363042e-06	1.20376241990882e-05	4.4149663630267
DYSF	-0.510411123809515	10.9566918045113	-4.96092975499386	2.08791046588337e-06	1.2607844333929e-05	4.36592570411418
CRIPT	0.538444922222223	6.00639484210526	4.94531756442591	2.2344221467642e-06	1.33894599319948e-05	4.30085911976206
SRSF11	0.561197193650795	7.5956460075188	4.94212933969487	2.26554605082523e-06	1.35630113767915e-05	4.28758896236431
GPR18	0.564634036507934	8.59452330075188	4.92897013356551	2.39852135170319e-06	1.43249147649555e-05	4.23287955034657
DNAJB9	0.501359107936514	6.33302027819549	4.92111365599435	2.48149172749031e-06	1.47572313727717e-05	4.20026418898926
ZNHIT3	0.703571536507939	7.14456572932331	4.90812925972873	2.62476019229406e-06	1.54917642958165e-05	4.14643958345022
TSPO2	0.562021515873012	6.9414704962406	4.89913331876437	2.72869422194273e-06	1.60674120586285e-05	4.109206133843
CHI3L1	-0.618519531746031	8.7727830075188	-4.89442792736378	2.7846372350658e-06	1.63737713334609e-05	4.08974975802377
PPID	-0.662561322222224	7.47080059398496	-4.87805496707193	2.98810361221585e-06	1.74882108797036e-05	4.02215012874116
NRIP1	0.683561990476192	7.15943427819549	4.84841900098006	3.39365645448526e-06	1.96872867271757e-05	3.90019198164056
ATP5F1	0.695536206349214	10.2410010526316	4.84634362077863	3.42397495629411e-06	1.98539915672728e-05	3.89167078026646
IFI27	1.34832501428571	7.62505431578947	4.82531340233948	3.74639095914672e-06	2.15739852020987e-05	3.8054677560048
STAG2	0.572058288888886	9.58957927819549	4.82195591454164	3.80051707492993e-06	2.18355715458886e-05	3.79172968481647
OXR1	0.83151067777778	6.92037870676692	4.81781126298279	3.86837902627609e-06	2.21645753523801e-05	3.77477996496736
VAMP7	0.647004895238092	8.67968208270677	4.81484588819498	3.91765141631097e-06	2.24200391377587e-05	3.76265921866488
FKBP5	-0.625173687301587	6.85281909022556	-4.80497340414083	4.08611384962129e-06	2.32212665693152e-05	3.72234394087848
CETN2	0.519116958730161	8.45077757894737	4.78983069793468	4.3582255790464e-06	2.46560029602679e-05	3.66062025534444
ERH	0.576238447619051	9.49804306015038	4.78935720443891	4.36701115019723e-06	2.4683448609313e-05	3.65869244401508
MRPS28	0.639781780952379	5.58199615789474	4.78005603620005	4.5431120024648e-06	2.55751320802729e-05	3.62085031558316
HP	0.510781968253968	6.88196378947368	4.76816878464349	4.77821094771702e-06	2.68143966779755e-05	3.57256218486001
ADAMTS5	0.5376601968254	5.12287065413534	4.75265922611639	5.10272169156909e-06	2.84194193456764e-05	3.50968741296133
RPS25	0.580452688888899	11.5734339548872	4.72234818796523	5.79963215520993e-06	3.20166230900019e-05	3.38722784325374
CHMP5	0.62018671904762	6.79594372932331	4.70084054769339	6.34910925789891e-06	3.4713996935998e-05	3.3006730510312
CSTA	1.10580377936508	8.85865205263158	4.69360494475476	6.5450404592838e-06	3.56764412176773e-05	3.27161764512137
RB1CC1	0.688899111111112	6.92986565413534	4.68487397609386	6.78925881223421e-06	3.69114469566356e-05	3.23660000924893
PDGFD	0.517127346031748	6.42712682706767	4.67884468559722	6.96302757285437e-06	3.77906877094189e-05	3.21244532644121
MOSPD1	0.5195122968254	6.33412455639098	4.67151325826058	7.18012497411268e-06	3.89184484557952e-05	3.18310400697495
P2RY14	0.69058462222222	6.73309665413534	4.66670846203068	7.32593926303971e-06	3.96403130110488e-05	3.16389248154167
ANPEP	-0.506441234920633	10.2748154736842	-4.6540873678935	7.72272930362153e-06	4.15722039046945e-05	3.11349581437088
EPB42	0.655693650793649	12.0030919849624	4.65338249514373	7.74549157927508e-06	4.16768560620685e-05	3.11068411210344
RCN2	0.520664947619047	6.37523727819549	4.64476395262467	8.0291062813796e-06	4.29817515438358e-05	3.07632993785526
NSA2	0.569752620634928	9.61173887969925	4.63893091625585	8.22672532566588e-06	4.38712067090759e-05	3.05310500981112
SELENBP1	0.653927658730167	11.8323994360902	4.63399477347536	8.39762331373707e-06	4.46401523509641e-05	3.0334675904757
LAIR2	0.736197042857147	7.36758569924812	4.61679084540012	9.02048294575182e-06	4.74587085967689e-05	2.96514321523063
PEX2	0.658382225396826	6.84637327819549	4.60943980847197	9.30002696737337e-06	4.88426296027011e-05	2.93600498560098
PSMA4	0.726482907936507	8.0866954887218	4.60261781053792	9.5669268123888e-06	5.01863702516115e-05	2.90899382203802
ASF1A	0.50747867301587	6.88549259398496	4.59190708210802	1.00009544472582e-05	5.22665457743424e-05	2.86664399349519
ERGIC2	0.553957084126982	8.16657366165414	4.58160917062144	1.04361473359401e-05	5.43598077091639e-05	2.82599390176199
IFIT5	0.639706804761905	7.6190007443609	4.55082899504471	1.18487026272036e-05	6.11589965307076e-05	2.70488760919335
SRP14	0.504326165079361	10.2049834586466	4.53243385306152	1.2779162079438e-05	6.54501737848115e-05	2.6327951566267
TRIM23	0.515801211111112	5.96276835338346	4.4961945746299	1.48226768565991e-05	7.51798501198889e-05	2.49139540182339
GZMH	0.84157478571429	9.97627352631579	4.49022660268098	1.51881039486153e-05	7.67258644392835e-05	2.46818927423269
KRT1	0.914963066666667	10.2151266992481	4.4584121831459	1.72874622443198e-05	8.62763367302986e-05	2.34486394800319
CYCS	0.521851717460315	8.91493433834586	4.45474186880893	1.75469258463079e-05	8.74419481808863e-05	2.33067799382875
NOP10	0.538784084126986	10.2596430150376	4.45137904263983	1.77879427910917e-05	8.85876617225948e-05	2.31768807866677
EIF2S3	-0.728903906349208	7.04616571428571	-4.44876872228875	1.79772223584124e-05	8.94441658022835e-05	2.30760994190618
MMP9	-0.753214804761907	10.7995910601504	-4.44400914276727	1.83273547212034e-05	9.10418238486382e-05	2.28924502996897
NUCB2	0.561259661904759	5.82629506015038	4.41992068695373	2.02025421749922e-05	9.902402312961e-05	2.19652285542385
RP3-507I15.1	0.621366707936509	7.92281431578947	4.40603347648352	2.1366165916503e-05	0.000104320097245245	2.14323778991273
KLRB1	0.729896988888889	8.91480413533835	4.39662737586564	2.21906764250859e-05	0.000108009545299449	2.10721757663258
ST8SIA4	-0.568283287301584	7.16750369172932	-4.39183373701445	2.2622567355811e-05	0.0001098985579484	2.08888262797675
FAM46C	0.571073307936509	8.16414239097744	4.38699994969042	2.30662607802589e-05	0.000111857694687401	2.07040921968425
TFEC	0.740920711111113	5.57041272932331	4.36840024729692	2.48529119789237e-05	0.000119667820226989	1.99946796556249
PSMD10	0.552835706349208	7.79370809774436	4.36728099827144	2.49645676729979e-05	0.000119972078678927	1.99520621684827
MDH1	0.536081747619058	9.39881366917293	4.34257294741178	2.75559353816007e-05	0.000131272542584786	1.90133411258961
DCUN1D1	0.631173488888888	7.2045252556391	4.33541870239398	2.835332181237e-05	0.000134740819714196	1.8742279323622
HDC	-0.500944709523809	6.69462627067669	-4.33337181576762	2.8585511229202e-05	0.000135764948866021	1.86647881449607
ASAP1-IT1	0.505499420634924	7.51401712030075	4.31833373106956	3.03482826921952e-05	0.000143005587924393	1.80963191939659
SUB1	0.741902792063493	6.98941723308271	4.31132214546482	3.12054557336822e-05	0.000146653954511702	1.78317761791945
CASP3	0.587315552380955	6.7929944962406	4.29695989236206	3.30344539099284e-05	0.000154209943326555	1.72909090033289
GPR65	0.755082476190477	7.92226721052632	4.28383835910441	3.47951170060941e-05	0.000161826956335237	1.67979577478695
PRKACB	0.686701374603174	8.40360617293233	4.28260651876449	3.49649577195955e-05	0.000162316052336472	1.67517383644827
SIAH2	0.576356128571424	9.84129233082707	4.28062337389199	3.5240058604449e-05	0.000163532638819758	1.66773507168412
CAPZA2	0.699644953968255	8.1363435037594	4.26002218223476	3.82235512810564e-05	0.000175881599367325	1.5906145432136
KLF1	0.636114601587307	9.35082414285714	4.2589055307807	3.83920079492261e-05	0.000176527268503807	1.58644242121582
KLRC3	0.564073452380953	5.4976182406015	4.24594993805226	4.03993045446973e-05	0.000185078668647996	1.53809743705012
ANKRD46	0.576382787301588	5.97666706015038	4.20541977607036	4.73500187753657e-05	0.000213999442043919	1.38758001237108
FHL2	0.519554971428574	7.00673027067669	4.19364572262548	4.95752725239232e-05	0.000222884457051304	1.34406123090825
YOD1	0.745185261904759	5.48770957894737	4.16839715268395	5.46899451823896e-05	0.000243178395516876	1.25105371923417
NDUFB3	0.565792728571431	7.63457607518797	4.16122526228137	5.62326015696375e-05	0.000249419117884698	1.22471343560104
HAT1	0.807717233333334	6.317639	4.12830414028444	6.38645992834281e-05	0.000278835418165781	1.10425177691673
CD2AP	0.598168188888891	6.27303418796992	4.12043683889565	6.58300865291283e-05	0.000285915808028796	1.07557380536145
ACTR6	0.608216688888888	5.47575458646617	4.10092817557553	7.09567807876641e-05	0.000306388742368757	1.00464313742815
DBI	0.699570939682542	7.77893283458647	4.09044846714946	7.38662369288228e-05	0.000317966909428085	0.966648088866092
CTNNAL1	0.582453582539683	6.34082569172932	4.05368931080706	8.50001187621632e-05	0.000360453359319913	0.833971938414176
MARCH1	0.719666506349206	7.52096735338346	4.04301983082708	8.85210433079011e-05	0.000373449729190244	0.79563684280057
TMOD1	0.605541236507936	9.06033169172932	4.01044826947766	0.00010015206321102	0.000417621321465724	0.67909668074666
HSP90AA1	0.644418882539684	9.65911157894737	3.99188193542412	0.000107420347368613	0.000444268463672166	0.612997290291414
CEBPZ	0.532519682539678	6.48791512030075	3.98027309602466	0.0001122177746409	0.000462129516309159	0.571790167463562
DNAJA1	0.510185638095241	8.78909551879699	3.94444545982847	0.000128345914002676	0.000522375779729348	0.445211212110219
RPL36AL	0.585604039682542	10.513080112782	3.93798576227575	0.000131479572848008	0.000533744962826529	0.422485214186749
TRIM58	0.631895673015878	9.3092145112782	3.9287557894366	0.000136083866216393	0.00055047722542982	0.390064151199097
TMCC2	0.507310560317464	8.27020681203008	3.9045500924283	0.000148899445714398	0.000597884878343764	0.305325824099121
ARG1	0.688365201587301	6.49899988721805	3.89551614625884	0.000153970566155085	0.000616275171966192	0.273806613008284
ZNF12	0.531768904761901	7.8566857518797	3.88523946405593	0.000159939089975221	0.00063731484612639	0.238022061688937
ALAS2	0.518898204761907	13.2712591278195	3.88515510470182	0.000159988983527106	0.00063731484612639	0.237728624036767
NUPL1	0.500122853968257	6.25028187218045	3.87169646223634	0.000168141458175641	0.000664836007021574	0.190978695932372
KLRF1	0.600109306349204	7.78256679699248	3.86246317484444	0.000173961356480429	0.000685143471787956	0.15898070917688
MCTP1	0.697588022222223	7.36052322556391	3.84130704207112	0.000188027127660298	0.000735692047982982	0.0858940166043478
IFIT1	0.866834665079366	8.08226940601504	3.83553534587859	0.000192048241394667	0.000749788840392122	0.0660106223126951
KAT2B	0.540893468253973	8.71337780451128	3.83435426014065	0.000192881109373125	0.000752572189183451	0.061944750063784
VBP1	0.510532784126985	8.16016533834586	3.8274915658575	0.000197788804692879	0.000770283650306096	0.0383398461192686
TMEM126B	0.544703774603179	7.48944616541353	3.80848800253188	0.00021200537815925	0.000819873669955189	-0.026847894549225
TAF7	0.542646568253971	9.11053377443609	3.79802330778909	0.000220242968186891	0.000846215581379555	-0.0626336539615098
NDUFA1	0.57284094126984	8.29455196240601	3.78637504063448	0.000229769342393675	0.000879544145319047	-0.102373753583002
GMPR	0.544624557142852	11.0669256466165	3.77604039945169	0.000238547576038131	0.00091036952071973	-0.137549940391537
CCNG2	-0.608098387301586	7.73965594736842	-3.77019003777736	0.000243656948543599	0.000927330115354893	-0.157428578555272
WLS	-0.542918514285708	8.46579512781955	-3.74796332128461	0.000264030713295868	0.000995969177674589	-0.232724812037
ANXA3	0.728807011111114	7.34640881203008	3.74244743756002	0.00026933133969231	0.00101488578091865	-0.251354961757034
SRP9	0.599886961904764	9.31827921804511	3.74236084655551	0.000269415350106872	0.00101489757224288	-0.251647249957556
NOC3L	0.544860300000002	6.50368172180451	3.74201173362986	0.000269754310748393	0.00101586947517132	-0.252825626226865
ZNF267	0.659177687301586	6.10850860902256	3.74119293652956	0.000270550883421372	0.00101825809393263	-0.255588999418013
GMFB	0.523430109523811	6.72407486466165	3.6589547661923	0.000362959073117409	0.00133130968999627	-0.530633210771124
MYBL1	0.64679782380953	7.71066466917293	3.63125819473433	0.000400297185516828	0.00145297341158957	-0.622141468814508
PDZK1IP1	0.508301446031748	11.5293343308271	3.56925925419777	0.000497442518743079	0.00176474660027938	-0.82491410024305
MXRA7	0.534812952380955	8.74685940601504	3.5651019287038	0.000504694880939567	0.00178643480000838	-0.838408127889144
ISG15	0.519063353968257	10.0247378421053	3.56088955906259	0.000512144850881488	0.00180923242929643	-0.852067587206215
SAMSN1	0.559658742857145	7.83796166165413	3.48499803188822	0.000665468631101723	0.00228587472846001	-1.09586933241299
TMX1	0.547363112698411	6.85184143609023	3.43147470123464	0.000798520729784621	0.00269061173934947	-1.26518363765639
CD46	-0.501338576190475	9.54668121052632	-3.378538981071	0.000954358094384941	0.00315887242636303	-1.43047968466611
RSAD2	0.682622366666669	7.45768326315789	3.37440957288625	0.000967642261232497	0.00319357577431493	-1.44328329304867
PSMC6	0.648699012698412	6.95830754887218	3.32343100235913	0.00114655325793082	0.0037242946623132	-1.60025864798374
RPS23	0.607787495238096	12.9933670601504	3.22865043628389	0.00156397243059462	0.00491355184253915	-1.8867190968825
BIRC2	0.537792644444444	9.12526503007519	3.18129769790034	0.00182195158124262	0.00562822462861458	-2.02718435304364
C4BPA	0.514333712698418	6.4338222556391	3.159131027158	0.00195583986244125	0.00599459662772663	-2.09232680342483
IFI44L	0.652976673015875	8.11641220300752	3.08941940133983	0.0024387525779325	0.00727913114840557	-2.2946325106288
PF4V1	0.58551782380952	7.30767303759399	3.0743933846434	0.00255635680152988	0.00758863618301324	-2.33772716876874
LAMTOR3	0.558869649206355	7.68803614285714	3.05547908434909	0.00271184779650699	0.00798877588550711	-2.39171437151691
JMJD1C	-0.534151926984118	7.8701522481203	-2.84259960538083	0.00517516392257146	0.0141077464480614	-2.97920313741277
ERAP2	0.567014831746034	8.26855311278196	2.61030830648143	0.0100749599203234	0.0251533221409108	-3.57721612206797
MYOM2	0.607305217460314	7.88109457894737	2.58166790949594	0.0109062253534296	0.0269074549223032	-3.64777613556447
KDM5D	-0.89399119047619	7.13385622556391	-2.43920034631958	0.0160272510027077	0.037513125635365	-3.98825583734054
