id	logFC	AveExpr	t	P.Value	adj.P.Val	B
AGPAT2	-0.0700396396825358	8.16996542857143	-1.79578174797824	0.0747812552123454	0.138859326019705	-5.30155997682315
TFF1	-0.0767512936507897	6.03694323308271	-1.79575378054196	0.074785728820622	0.138859326019705	-5.30160887265952
XIAP	0.0858512507936533	5.00022093233083	1.79463553895033	0.0749647814228184	0.139167422538849	-5.30356331478943
HOXB8	-0.0518388206349201	4.47919161654135	-1.79457900790913	0.0749738425536039	0.139167422538849	-5.30366208791
SEPP1	0.0406597476190464	4.49671581954887	1.79445410259616	0.0749938663253634	0.139184001575308	-5.30388031657122
EVX1	-0.118146574603173	6.81770562406015	-1.79407243739835	0.0750550790530514	0.139277008571087	-5.30454705431284
AKAP9	0.0728189349206323	6.07941312030075	1.79332164190799	0.0751756145255796	0.139480054867215	-5.30585823804316
LRRC31	0.0549023174603178	4.11721335338346	1.79305013291759	0.0752192429083716	0.139540369605891	-5.30633227062389
CYFIP1	-0.106936539682534	9.23733757894737	-1.79246491703748	0.0753133514814937	0.139694299244609	-5.30735377735061
LOC79999	0.0808419666666689	6.21767045112782	1.79222988660469	0.0753511740751915	0.139743797265076	-5.307763938541
SYDE1	-0.0707870444444421	6.27691910526316	-1.79213539540712	0.075366384618854	0.139751351292653	-5.30792882454052
CAPN11	-0.0570434396825403	5.11882339097744	-1.79131344970624	0.0754988027325626	0.139976208139509	-5.30936276048589
PAX6	-0.0685447507936505	5.73592218045113	-1.79103394652468	0.0755438753292224	0.140039082232395	-5.30985022855843
ZMYM4	-0.100657625396822	7.00107727067669	-1.79022346828369	0.075674698379899	0.140260873747559	-5.3112633349426
CDX4	0.0768335126984141	5.43228627819549	1.78954250305053	0.0757847606153078	0.140443612691361	-5.31245015825804
TADA2A	-0.0462555317460343	5.54333758646617	-1.78943407661159	0.0758022974182243	0.140443612691361	-5.31263909005777
STARD5	-0.0663466904761929	6.31621530827068	-1.78940581656591	0.0758068687247837	0.140443612691361	-5.3126883310643
GP6	0.102047838095237	6.57092286466165	1.78917826328827	0.075843685723961	0.14049107889936	-5.31308479854996
FASTKD2	0.139527520634922	6.03055318796993	1.78906499562628	0.0758620173724063	0.140504294315713	-5.31328212758982
ITGB3	-0.106869234920634	6.03464938345865	-1.78898187653439	0.0758754719926698	0.140508474404371	-5.31342692578314
CEACAM4	-0.122416682539678	7.91590156390977	-1.78871205933386	0.0759191613035757	0.14056863450454	-5.31389691853762
GBA3	0.0545538714285732	4.40149927819549	1.78855716579421	0.075944251334025	0.14059434431091	-5.31416669602483
DPF1	-0.0988601809523786	6.40928827819549	-1.78818180836161	0.0760050810155535	0.140686201000614	-5.31482036229061
UPK1A	-0.0592481777777767	5.15551709774436	-1.78796797874377	0.0760397517867465	0.140729617318598	-5.31519267746254
CFD	0.256656034920633	11.3384999172932	1.78730443946026	0.0761474224693097	0.140907458844557	-5.31634774656084
DOC2B	-0.0879422365079376	6.20578983458647	-1.78723742944188	0.0761583029872319	0.140907458844557	-5.31646437285798
ACTN3	-0.0805575349206356	5.72410993233083	-1.78711976640871	0.0761774112144088	0.14092203389627	-5.31666914713769
PRKAG1	0.0613973349206329	8.90996732330827	1.78704003517156	0.0761903616458635	0.140925214907473	-5.31680789970047
CSTF2	-0.0552123507936502	7.35533223308271	-1.7863740515892	0.0762986056885582	0.141104628471633	-5.31796664949958
PPM1D	-0.156934960317459	7.81395039849624	-1.78606471406737	0.0763489262387573	0.141176882765094	-5.31850472816018
SKIV2L2	0.25350363968254	7.66450271428571	1.78597952261379	0.0763627893076374	0.141181712130873	-5.31865289925277
HTN3	0.0449203793650819	4.03752279699248	1.78562743633746	0.0764201057635681	0.141266866105075	-5.31926520153813
SEPT4	0.0681363063492038	5.18639057894737	1.78524604366295	0.07648223305873	0.141360886790535	-5.31992833985003
GUCA1B	-0.0661809333333325	6.02741697744361	-1.78482302343345	0.0765511900185705	0.141467501082919	-5.32066369926064
METTL2B	0.0965440888888942	5.51921564661654	1.78427775805183	0.076640149900206	0.141611044168427	-5.32161131913697
PLA2G2A	-0.0691549476190492	5.9007459924812	-1.78418426720399	0.0766554114599862	0.14161838972319	-5.32177376970945
DEK	0.285805120634922	8.69582211278195	1.78304967512186	0.0768408234374521	0.141940034225401	-5.32374460082881
GRIN1	-0.0779578253968225	5.97350953383459	-1.7820298470441	0.0770077963100428	0.142227528421904	-5.32551506253788
OR2H2	-0.057740871428571	4.89085492481203	-1.7817818270906	0.077048448918889	0.142281668437707	-5.32594548898133
MLX	0.0538806095238105	8.83819254887218	1.78161590580807	0.0770756547198229	0.142310964600403	-5.32623340533271
SLURP1	0.0620279444444485	5.49999369924812	1.78154189290211	0.0770877930299738	0.142312435918804	-5.32636182862921
C8B	-0.0690727714285657	5.58791190977444	-1.78092699225494	0.077188699266635	0.14247775792847	-5.32742857519794
SAP30BP	0.0702891365079363	8.94230891729323	1.78084045610197	0.0772029087280828	0.142483026727457	-5.32757867231955
SRSF3	0.147886957142852	9.10919052631579	1.77923362815226	0.0774671458625568	0.142948340928687	-5.33036445522579
PRL	-0.185570869841266	5.00204510526316	-1.77916882263528	0.0774778185094037	0.142948340928687	-5.33047675927454
FAM208B	-0.216309355555554	7.24707438345865	-1.7790814817503	0.0774922043618236	0.142953863618371	-5.33062810958569
PPP3R1	-0.183694990476186	8.54187233082707	-1.7789455461027	0.0775145985987686	0.142974155992554	-5.3308636541618
KMO	0.14799101904762	6.16822567669173	1.77784700596644	0.077695769385719	0.143287259590241	-5.3327665367369
HHLA1	-0.0860776222222199	6.5860484962406	-1.7772962706822	0.0777867275821961	0.143433924717325	-5.33372009428974
FER1L4	0.0587038031746019	5.61401842105263	1.77702534694241	0.0778315049048674	0.143495404576297	-5.33418907540526
DRP2	-0.0980945619047624	6.60211618796992	-1.77639241886455	0.0779361957509922	0.143667310751205	-5.33528443656436
LOC1720	0.0403195555555591	4.19443112030075	1.77610418138463	0.0779839107096364	0.143734152700429	-5.33578314424993
IGLL3P	-0.148148144444447	9.3944197368421	-1.77561946216025	0.0780642055747751	0.143849145324962	-5.33662163010082
RNF111	-0.196956652380953	8.84723427067669	-1.77558915349694	0.0780692285354631	0.143849145324962	-5.33667405193604
NOS3	-0.0667644841269839	5.12143135338346	-1.77546723421254	0.078089436528041	0.143865254669484	-5.33688491479461
RAD21L1	0.0385029523809544	3.77869133082707	1.77530032468193	0.078117108589425	0.143895108423386	-5.33717356716956
LARS	-0.102448130158729	8.56958580451128	-1.77508582028718	0.0781526832939034	0.143939508288845	-5.33754449182811
ZNF702P	0.0487507507936522	4.58043378195489	1.7747722203629	0.0782047166004783	0.144014203684004	-5.3380866972468
STAP1	0.201758858730158	6.630462	1.7743925180291	0.078267755953257	0.144109141849078	-5.33874306959607
GPR52	-0.0825594428571428	5.16965037593985	-1.77418720412942	0.0783018602197062	0.144138372597558	-5.33909792963085
IVD	-0.0477316269841257	6.48066564661654	-1.77415864242271	0.078306605514628	0.144138372597558	-5.33914729195469
IL1RAPL2	-0.0673658793650818	5.45765763909774	-1.77381440174265	0.0783638169204119	0.144222524892539	-5.33974217297997
FURIN	-0.134995585714293	9.38662283458647	-1.77367348800486	0.0783872461340618	0.144244488119989	-5.33998565372522
IMPACT	0.105512734920639	5.4459452406015	1.7734803918745	0.0784193608865966	0.144282425279328	-5.34031926894863
BIRC7	0.0755519063492081	5.97166895488722	1.77290236833208	0.0785155595091132	0.144438240832774	-5.34131772227273
PHIP	0.204869822222228	8.72061628571429	1.77272765458336	0.0785446556690757	0.144470586240921	-5.34161945429199
IL5	0.0465859984127004	4.70732053383459	1.77255560547703	0.0785733167400342	0.144502122007028	-5.34191655673825
HSPA9	-0.112219685714285	7.4864710075188	-1.77102118726646	0.0788293110329173	0.144951669818442	-5.34456504546335
DOT1L	0.0575003619047632	5.38214244360902	1.77070251980498	0.0788825617963595	0.145028334860179	-5.34511480836911
LOC100294145	0.0495798222222188	5.21012942105263	1.77060912298409	0.0788981744306495	0.145030726386442	-5.34527591803924
INHBE	0.0370719047619028	3.99004419548872	1.77055646124793	0.0789069787249155	0.145030726386442	-5.3453667560473
SHC2	-0.0724388238095237	6.13939539849624	-1.77018355216167	0.0789693469542554	0.145113678311606	-5.34600992579454
CELSR3	-0.0781215777777753	6.10506130075188	-1.77009792759209	0.0789836731990387	0.145113678311606	-5.34615758733487
N4BP2L2	-0.138241084126991	8.58487266165413	-1.7700792142486	0.0789868045001808	0.145113678311606	-5.34618985801906
CCDC130	-0.0651357190476194	8.89549937593985	-1.76997669765701	0.0790039603990758	0.145123948922208	-5.34636663949553
GRIK5	-0.0670894698412674	6.44920187969925	-1.76984791030632	0.0790255169883761	0.145142299058862	-5.34658870890588
PTPRB	0.0464905333333361	4.81678536842105	1.76887105524506	0.0791891817835515	0.145421608813114	-5.34827260871263
PDE6A	-0.076365465079367	4.97594901503759	-1.76836520734944	0.0792740423204112	0.145556143259661	-5.34914423927032
HIST1H3I	0.0463227095238112	5.04574913533835	1.7673928437032	0.0794373751021406	0.14582835315096	-5.35081905890015
NINL	-0.0945922920634921	5.6813315037594	-1.76734428557556	0.079445538901814	0.14582835315096	-5.35090267340385
SLC25A30	-0.0338577587301572	4.40958028571429	-1.76610942537166	0.0796533808003759	0.146188477736305	-5.35302830019455
ZNF302	0.24520654920635	5.10599801503759	1.76582128761603	0.0797019421279836	0.146256210854334	-5.35352408220391
AKR1C4	0.0393461492063478	4.22662657894737	1.76568579257336	0.079724786210516	0.146276738904746	-5.35375719402597
STC1	-0.0489409142857129	4.97010762406015	-1.76381557797918	0.0800406492837218	0.146834805147974	-5.35697305251323
LMAN2L	0.0670811682539689	7.86458790977444	1.76373003330731	0.0800551215975289	0.146839886830258	-5.35712006992558
POLR2B	-0.14389863174603	9.58315762406015	-1.76363010244239	0.0800720304678951	0.146849435590638	-5.35729180289008
ASH2L	-0.0471601476190457	9.53379691729323	-1.76279746321351	0.0802130318784905	0.147086529886205	-5.35872234719801
SPRED2	-0.0381231730158742	4.75605590225564	-1.7625763061031	0.0802505174975261	0.147133765861917	-5.35910220538936
WASF2	-0.102461112698405	10.8117350827068	-1.76243741639693	0.0802740663379867	0.147155439650702	-5.35934073830757
ZNF3	0.038402514285715	6.09632756390977	1.76146421621106	0.0804392323607069	0.147436676550124	-5.36101163530309
TLE6	0.0760894904761926	5.52853848120301	1.76061063399954	0.0805843271830697	0.147681048268316	-5.36247643401107
KHDRBS1	-0.0587764365079408	9.25412254135338	-1.76026686385666	0.0806428230898099	0.147766668243419	-5.36306617297807
PRSS23	0.187407411111112	6.87125793984962	1.76016190904245	0.0806606891414017	0.147777825572537	-5.36324620145531
SIAH1	-0.129229434920634	6.46417057142857	-1.75992509652383	0.0807010127607253	0.147830117973953	-5.36365236717005
TAGLN3	-0.0684396460317442	5.47177745112782	-1.75979477012898	0.0807232113508947	0.147849198077803	-5.36387587243316
LAMP5	0.0980800603174616	6.03709019548872	1.75957489696525	0.080760673873186	0.14789622530075	-5.36425291150399
PTGER4P2-CDK2AP2P2	-0.0703516523809489	5.54502705263158	-1.75897283176285	0.0808633282721498	0.148062606618844	-5.36528510434787
LMO2	0.121762650793656	9.61911795488722	1.75884007192125	0.0808859787388217	0.14808247172669	-5.36551266515663
JAG1	0.056485873015875	5.12257753383459	1.75824478014437	0.0809876069137757	0.148246898840854	-5.36653284051842
C2	-0.0941675285714272	6.36739842857143	-1.75806175846868	0.081018873423425	0.148282500542173	-5.36684642584649
FAM110B	0.0633624333333378	5.25727660150376	1.75797716906268	0.0810333276033536	0.14828732605613	-5.36699134895285
GJB3	-0.0556884777777791	5.50017876691729	-1.75777445936643	0.0810679741541887	0.148329095900665	-5.36733861498869
ALOX12P2	-0.0810877698412718	6.00463292481203	-1.75700931672785	0.0811988596964858	0.148546915216723	-5.36864905172304
FGFR2	-0.0427334126984125	5.13645471428571	-1.7562373590865	0.0813310867343695	0.148767124831322	-5.36997060840706
FAH	0.128771222222224	7.1014402481203	1.75596648547188	0.0813775259805919	0.148830373998611	-5.37043420043378
HOXA11	-0.0670492904761906	5.10232294736842	-1.75462956355767	0.0816070500433382	0.149217282768847	-5.37272130210849
ZFR2	-0.0551056761904754	5.42087077443609	-1.75459574146115	0.0816128635354319	0.149217282768847	-5.37277914074475
F3	-0.0565117793650796	5.49390618045113	-1.75420518610054	0.0816800185429903	0.149318308956504	-5.37344694622951
CYP19A1	-0.0524427809523829	4.81444363157895	-1.75405731666364	0.0817054561475138	0.149343053712892	-5.37369974919958
POMGNT1	0.0735301476190493	6.8369787443609	1.75376538821437	0.0817556949396294	0.149413116822381	-5.37419878096867
ZNF696	-0.0542626158730153	5.8444707443609	-1.75356070518208	0.0817909345316485	0.149455751638725	-5.37454862535873
CHST12	-0.101237096825397	8.86212885714286	-1.75342180261775	0.0818148560171192	0.149477695588645	-5.37478601552054
ZNF701	0.0653089587301574	6.61236912030075	1.75293288819541	0.0818991014086651	0.149609830321143	-5.37562144744914
EIF4G3	-0.0840206460317443	6.89268863909774	-1.75222805526105	0.0820206771750722	0.149810110217293	-5.37682543839813
KDELR2	-0.0643526698412717	8.61915401503759	-1.75137903622674	0.0821673199106161	0.150056109771272	-5.37827511324507
PAX2	-0.0606576111111119	5.18787476691729	-1.75115196217272	0.0822065766049862	0.150105955069757	-5.37866272176279
PPARG	-0.0565044603174618	5.17245627067669	-1.75106433574428	0.0822217296247156	0.150111779911382	-5.37881228458434
RRAS	0.110002815873013	7.98206577443609	1.74934615261638	0.0825193137637168	0.150608108747113	-5.38174347554945
TUBB4B	0.112271665079374	10.1268524135338	1.74933790202615	0.0825207448682296	0.150608108747113	-5.38175754428605
FLT3LG	-0.114837993650784	8.67505117293233	-1.74928688299879	0.0825295948155202	0.150608108747113	-5.38184453947379
RHEB	0.0518271888888897	6.19582915037594	1.74909075908049	0.0825636224326667	0.15064829639161	-5.38217893797314
PLEKHA6	-0.0852730841269871	5.54643598496241	-1.74808249482938	0.082738738462096	0.150945869471123	-5.38389750045343
TM4SF5	-0.0777681968253923	6.03693148120301	-1.74755423668247	0.0828306081526657	0.15109150619271	-5.38479752613503
ZNF248	-0.105915376190481	6.70396754135338	-1.74721619161872	0.0828894416233689	0.151176847890993	-5.38537333785395
AXL	-0.0509947015873031	5.66510984210526	-1.74696004097825	0.0829340449635196	0.151236215114408	-5.38580958321534
NEURL1	-0.0539951317460288	6.01927739849624	-1.74598301734433	0.0831043540402826	0.151516806930266	-5.38747297303027
CDX2	-0.0786151031745996	5.55931609022556	-1.74593882453896	0.0831120642413946	0.151516806930266	-5.38754819059282
PLAC1	-0.0711170301587263	5.21873014285714	-1.74579334007777	0.083137450668467	0.151541070741999	-5.38779579693409
PITPNB	-0.0483077555555518	9.97273670676692	-1.74572310902397	0.0831497079655513	0.151541399499163	-5.38791531917082
LILRB4	0.100411903174598	6.67067719548872	1.74533837248439	0.0832168816010341	0.151641799350824	-5.38856999892052
ECM2	-0.0527262603174563	4.38522122556391	-1.7449894861291	0.0832778343496727	0.151726916365804	-5.38916355571634
PDE8A	-0.0982513746031737	7.48837163909774	-1.74493260720969	0.0832877749384491	0.151726916365804	-5.38926031249667
ANXA6	-0.11107652380953	10.609689481203	-1.7445627701321	0.0833524341631137	0.151781682561177	-5.38988936920448
MGP	-0.0528154698412679	4.7942535112782	-1.74456086401346	0.0833527675194412	0.151781682561177	-5.38989261099604
PLA2R1	0.0313111460317455	3.80961851879699	1.74455309566361	0.0833541261180323	0.151781682561177	-5.38990582282009
SNAPC3	0.0738241968253961	5.88015058646617	1.7442428105323	0.08340840639294	0.151853744858262	-5.39043348644381
TPD52L1	-0.0535197507936482	5.56079007518797	-1.74418853409046	0.0834179043120814	0.151853744858262	-5.39052577847646
TAS2R14	-0.0595197904761919	4.68754698496241	-1.74185003018729	0.0838279647539405	0.152578082641782	-5.39449958112502
LMBR1L	-0.0814819206349178	8.46241912781955	-1.74165603596831	0.0838620559565414	0.152617995379649	-5.39482900532002
C16orf59	-0.0771342825396832	6.31561240601504	-1.74120748284198	0.0839409250454656	0.152739374633194	-5.39559056520479
DPYSL4	-0.066463809523805	5.60975157142857	-1.74077046982787	0.0840178234228432	0.152857133291262	-5.39633235189599
AGTR1	0.0448609761904777	4.85572384962406	1.74015104521005	0.0841269183830342	0.153033425901756	-5.39738345962107
SORBS2	0.0604453730158747	5.08194148120301	1.7393909967527	0.0842609388278756	0.153255002233974	-5.39867270501198
TOX4	-0.0529364936507903	8.03665319548872	-1.73901350741694	0.0843275669805327	0.15335395803938	-5.39931282785051
RHOBTB1	0.120690284126986	5.25025721804511	1.73873739468325	0.0843763291132724	0.153420399610686	-5.39978095852134
FDXR	0.0948583920634913	5.90935669172932	1.73866566243871	0.0843890009647202	0.153421208940207	-5.39990256412167
ARC	0.0743229523809541	5.13001096240601	1.73846863291262	0.0844238152062334	0.153462267594932	-5.40023655791546
LOC101929272	0.0499831888888869	4.33350976691729	1.73825967304687	0.084460750325639	0.153507169044919	-5.40059073585949
TATDN2	-0.0626239031745968	9.63872693984962	-1.73806249010063	0.0844956159157248	0.153538751048286	-5.40092491513008
EFS	0.0637608555555591	5.22437178947368	1.73802300402827	0.0845025991982357	0.153538751048286	-5.40099183049351
PCBP3	-0.0880583095238112	5.96498404511278	-1.73768292139917	0.0845627638300183	0.153625823156084	-5.4015680938966
SORCS3	0.0448056079365085	4.3234032481203	1.73645742920303	0.0847798586114439	0.153997924993688	-5.40364377284306
C5orf42	0.0549029396825418	4.34453931578947	1.73634128741921	0.0848004566467349	0.154013045303695	-5.40384041554558
RTFDC1	0.0722579269841237	10.0979552180451	1.73611523085494	0.0848405600800441	0.154063581459391	-5.40422312180938
FAM172A	0.169339238095241	7.17061796240602	1.73588885520529	0.0848807356641427	0.154114233991269	-5.40460632055861
NTN1	-0.0555467095238091	4.83832241353383	-1.73547585757477	0.0849540717144545	0.154225071162178	-5.40530530177036
SETD8	0.0779823142857179	6.07681632330827	1.73455918029511	0.0851170313904907	0.154487774568788	-5.40685617182444
BZRAP1	-0.142301544444447	6.90503203759399	-1.73452336240688	0.085123403998135	0.154487774568788	-5.40691675401642
GNG5	0.0655231142857211	11.5828549924812	1.73445312974234	0.0851359007085738	0.154488110208414	-5.40703554171369
GNGT1	0.038631411111111	4.2384494962406	1.73426422748656	0.085169520102028	0.15451406215569	-5.40735501787502
DHRS7B	0.0837944460317512	7.79663302255639	1.73423439706503	0.0851748300869387	0.15451406215569	-5.40740546478052
VAV3	-0.140491182539683	7.7097902406015	-1.73415080695739	0.0851897110441481	0.154518718442031	-5.4075468214985
CBY1	-0.0495667238095185	7.58842706015038	-1.73356358264814	0.0852943103761758	0.154686082757661	-5.40853967532319
TBL1XR1	-0.311716004761901	7.45306484962406	-1.73347508474425	0.0853100831662098	0.154692329995607	-5.40868927594083
CENPC	-0.195436569841264	6.0490684887218	-1.73250141149866	0.0854837763332875	0.154984890251422	-5.41033473264397
MAPK1	-0.112467039682537	9.50222707518797	-1.73224009351434	0.0855304419102879	0.155047094061007	-5.41077619593616
ARIH2	0.0462702587301571	7.67124118045113	1.7317484757415	0.0856182903387981	0.155183924190559	-5.41160654874563
TRAPPC10	0.134508144444453	9.18311031578947	1.73128256064124	0.085701613940172	0.155312514691115	-5.41239328128347
PLEKHA2	-0.107035373015873	6.71076060902256	-1.73103932526422	0.0857451401353468	0.155368955728279	-5.41280392204262
CLIP1	-0.128400665079362	6.88384406766917	-1.73087198483064	0.0857750956605737	0.155400794159526	-5.41308640156831
CHRM4	0.0604896095238132	5.65922839849624	1.7307670472991	0.0857938848368015	0.155411098560205	-5.4132635283695
RPS6KA3	-0.134546487301581	8.58268193233083	-1.73070188482805	0.0858055539388827	0.155411098560205	-5.41337351264082
YARS	-0.0834886444444347	9.40467005263158	-1.73049686503847	0.0858422767347088	0.155455172242333	-5.41371952882887
TPSG1	-0.0822225206349199	6.79285776691729	-1.72993577921134	0.0859428431434188	0.155614833443524	-5.41466628476801
NQO1	0.0492985603174629	5.44438757894737	1.7294795606598	0.0860246845682133	0.155740548544502	-5.41543587513194
ARHGAP11A	0.042158699999999	4.38350536090226	1.7286887769874	0.086166694735305	0.155966323370215	-5.41676938029123
PAOX	0.0828439809523811	6.81603885714286	1.72864672161517	0.0861742524645918	0.155966323370215	-5.41684028229238
ENTPD3	-0.0640300698412659	5.33238123308271	-1.72663281367381	0.086536804172468	0.156599916174809	-5.42023364013529
LSG1	-0.093968355555555	7.85760995488722	-1.72634502945703	0.0865887137963725	0.156671258935383	-5.42071823672164
PAX7	-0.073243131746028	5.91270201503759	-1.72578716101971	0.086689412789537	0.156830846551775	-5.42165740511617
PSME1	0.0524473936507928	12.4459979548872	1.72491441735243	0.086847140652688	0.157093544891153	-5.42312608204597
EHD3	-0.145409846031744	7.9255792481203	-1.72409323650752	0.0869957635959909	0.157333637764339	-5.42450733903195
BRIP1	0.0390558746031759	3.88342397744361	1.72404251686547	0.087004949987787	0.157333637764339	-5.42459263075117
SOX3	0.0467554428571439	4.71866498496241	1.72392226420332	0.0870267334330827	0.157350353187078	-5.42479484176071
TEX2	0.0614896984126974	7.04761915789474	1.72281068149295	0.0872283044700421	0.157692085360912	-5.42666338646398
IFITM3	-0.0737078301587211	13.7430911353383	-1.72240230991902	0.0873024529619919	0.157797445824602	-5.42734956011924
CCL5	0.152087042857143	11.1274792406015	1.7223512023497	0.0873117362416491	0.157797445824602	-5.42743542357666
SHOX2	0.0425270857142852	4.98822453383459	1.72205532345074	0.0873654960995297	0.157871867087687	-5.42793246811336
NOX4	0.0568831539682559	4.2514742481203	1.72152624191109	0.0874616951498643	0.158022944671058	-5.42882106428646
FAAH	-0.105924304761904	6.57073027067669	-1.721344338765	0.0874947892339316	0.158059979168928	-5.42912651158124
CNTNAP2	0.0788405253968287	5.09549147368421	1.72091083269981	0.0875736992381807	0.158179757886957	-5.42985431988423
TLDC1	0.0535583396825396	5.78913934586466	1.72008334470873	0.0877244859455171	0.158425943695871	-5.43124309316331
DNAJB4	0.0576711936507932	4.98219732330827	1.72002433303015	0.0877352472698923	0.158425943695871	-5.4313421080746
LHFP	0.0517067285714283	4.79293406766917	1.719831942252	0.0877703389822869	0.158466505546725	-5.43166489544274
NETO2	0.106222677777778	5.3840957518797	1.71898008169251	0.0879258543176468	0.15872444540035	-5.43309370609644
VLDLR	-0.0798418682539701	4.53755364661654	-1.71877910465273	0.0879625773516333	0.158767897095554	-5.43343070262301
EXOSC4	0.0652454793650783	7.94644578947368	1.71835473444348	0.088040160440209	0.158877963950524	-5.43414215904208
FYCO1	-0.110228500000001	7.23535114285714	-1.71830705199234	0.0880488812011432	0.158877963950524	-5.43422208814408
C6orf62	-0.0983029126984123	7.81316860902256	-1.71765229358559	0.0881687028382503	0.159071298808679	-5.43531943148268
ID3	-0.131173742857141	7.52161233082707	-1.71750587472811	0.0881955158598995	0.159088587271268	-5.43556476765842
CST2	-0.0609483904761907	5.90810394736842	-1.71746150638474	0.0882036421458569	0.159088587271268	-5.4356391063168
TMEM209	-0.0643992761904766	5.1233642631579	-1.71717282400083	0.0882565306897606	0.159138885422411	-5.43612274553389
HIRIP3	-0.069535044444442	7.83650933834586	-1.71711202171015	0.08826767337166	0.159138885422411	-5.43622459972326
SEMA3E	-0.0366075873015879	3.72622586466165	-1.71710163900288	0.0882695762304735	0.159138885422411	-5.4362419921809
MMP11	-0.0643015634920614	5.79377670676692	-1.71627376241601	0.0884214104487513	0.159389722498338	-5.43762847513056
B4GALT5	-0.140400226984124	9.61239841353384	-1.71580813894686	0.0885069002189052	0.159520911224766	-5.43840799512023
BACE2	0.161049614285716	7.07086109774436	1.71535361358704	0.0885904173129231	0.15964850731618	-5.43916874014101
CSPG5	-0.0549859222222233	5.20691640601504	-1.71516312617723	0.0886254376551538	0.159688683471693	-5.43948750406902
ZAK	0.0607387793650789	5.68175112781955	1.71455078936747	0.0887380897416352	0.159868707836043	-5.44051196646638
FKBP9	-0.102142176190477	6.40965029323308	-1.71443623417877	0.0887591775012252	0.15988374379635	-5.44070358272579
BACE1	-0.0657934285714248	5.57370273684211	-1.71399158474837	0.0888410689682098	0.160008286696296	-5.44144723099592
CD38	-0.16951346666666	7.12974176691729	-1.71341852406231	0.0889467008330838	0.160175545644882	-5.44240536685873
RP11-69I8.2	-0.0560096142857098	4.40297511278195	-1.71319755052794	0.0889874600523071	0.160225950457218	-5.44277474439035
POLR1E	0.0723917285714313	7.55443719548872	1.71265035749608	0.0890884569148387	0.160384785848981	-5.44368923155806
CDK5RAP2	-0.0829123698412735	7.89737532330827	-1.71234201250779	0.0891454100852302	0.160464295760934	-5.44420442481985
NMBR	0.0460413476190507	4.2526052406015	1.71223796709632	0.0891646345882361	0.160467972226022	-5.44437824739477
EIF2B1	-0.0521536777777776	9.26801690225564	-1.71219254017047	0.0891730291944573	0.160467972226022	-5.44445413632988
EXD3	0.0658551952380977	6.0623012481203	1.71147397148228	0.0893059017562285	0.160684034304152	-5.44565430057834
HNRNPA2B1	-0.134357028571428	10.7107354887218	-1.71113288066264	0.0893690302352141	0.160774565074045	-5.4462238268952
STAMBP	0.0773955301587286	8.29500690225564	1.71103236432429	0.089387640550649	0.160784993352859	-5.44639164036106
NCR1	-0.0771727349206355	6.14699226315789	-1.71063061504498	0.0894620548107095	0.160895780960984	-5.44706227234268
CERS4	0.091346174603177	6.36082533082707	1.71033565547158	0.0895167209897033	0.160971025362396	-5.44755454649058
DCTD	-0.0675940190476183	8.38323310526316	-1.71019592238182	0.089542627842642	0.160994539929714	-5.44778772632417
VHL	0.0368188761904742	5.06706802255639	1.71009564220417	0.0895612237927592	0.161004904892771	-5.44795505780724
PTH1R	-0.06310943333333	6.13649269924812	-1.70991173883681	0.0895953349934137	0.161043154776874	-5.44826190186522
CA10	0.0414882444444453	4.20293733082707	1.70928046601648	0.089712506721852	0.161230669485219	-5.44931494476034
MKL1	-0.0486256206349189	7.16479534586466	-1.70895134852755	0.0897736442921203	0.161306514192976	-5.4498638067903
ATP6V0A4	0.0491557047619082	4.60309866165414	1.70891489102756	0.0897804188017008	0.161306514192976	-5.44992459994249
NEK11	-0.0774533476190458	5.71895112781955	-1.70828548357435	0.0898974405228098	0.161493641185428	-5.45097394588246
HGD	0.0994631793650811	6.13811796240601	1.70672950357747	0.0901872668894324	0.161991100047037	-5.45356648272972
PLCL1	0.134009887301586	4.73821464661654	1.70635409165009	0.0902573071558637	0.162093701186744	-5.45419164659566
FBXO42	0.0761798269841236	8.51078337593985	1.70615327624785	0.090294791271947	0.162137813520376	-5.45452600530713
SPTLC1	-0.138862517460319	8.05376206766917	-1.70596252224187	0.0903304090619861	0.162178562442381	-5.45484357686127
LEPREL1	-0.056975555555554	5.07007442105263	-1.70576200680296	0.0903678618404769	0.162222593758842	-5.45517736283183
SRR	0.0794436349206356	5.81125637593985	1.70564956128866	0.0903888702253803	0.162225247749436	-5.45536452767153
CEP83	0.15297104761905	4.80443360150376	1.70555903635902	0.0904057860375608	0.162225247749436	-5.45551519725793
GSPT2	-0.129688542857137	7.18114001503759	-1.70554651835422	0.090408125399411	0.162225247749436	-5.45553603160802
MAGEA1	-0.0516144507936502	4.83236172180451	-1.70521201443183	0.0904706556591452	0.162314238949236	-5.45609270923867
RAD51B	0.0515884746031778	4.50019193984962	1.70495093351029	0.0905194850851162	0.162378627426453	-5.4565271245288
CCDC33	0.0788357507936537	5.82686127819549	1.70425208692628	0.0906502944279422	0.162590036375331	-5.45768962941602
ETV4	-0.0833565999999974	6.32545281954887	-1.70396130373933	0.0907047681888544	0.162664489243068	-5.4581732018654
ATF7	-0.0660262746031739	5.39748821804511	-1.70372825639307	0.0907484452451209	0.16271956143695	-5.45856070259473
